config_id,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_rate,batch_size,buffer_size,target_update_interval,exploration_fraction,exploration_final_eps,mean_episode_reward,success_rate,learning_gain,final_knowledge,adaptation_accuracy,mean_delta_k_per_step,p_correct,mean_engagement,mean_frustration,comfort_action_fraction,challenge_action_fraction,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions,is_baseline,z_mean_episode_reward,z_success_rate,z_learning_gain,z_final_knowledge,z_adaptation_accuracy,balanced_score,rank_by_reward,rank_by_mastery,rank_balanced
1b2059e74a2b,42,50000,1000,31.1,0.0001,32,100000,1000,0.2,0.1,2.834552579742274,0.516,0.6741795002618817,0.7734867997327263,0.9827025541740269,0.0097141438784884,0.2540342499588341,0.5744776303237249,0.2488558303547114,0.0063395356495965,0.9934752181788244,0.6948773624120348,False,"{'hint': 0.0001, 'scaffold': 0.3655, 'encouragement': 0.0063, 'simplify_problem': 0.0, 'harder_problem': 0.6279, 'break': 0.0, 'explanation': 0.0002, 'no_action': 0.0}",[],False,-1.7155653390187453,2.899707294012806,2.3413251450429646,2.373694117730186,2.691742439047757,1.718180731362994,2168,2168,11
a2edd8e18768,42,50000,1000,35.8,0.0001,32,50000,1000,0.2,0.1,2.834552579742274,0.516,0.6741795002618817,0.7734867997327263,0.9827025541740269,0.0097141438784884,0.2540342499588341,0.5744776303237249,0.2488558303547114,0.0063395356495965,0.9934752181788244,0.6948773624120348,False,"{'hint': 0.0001, 'scaffold': 0.3655, 'encouragement': 0.0063, 'simplify_problem': 0.0, 'harder_problem': 0.6279, 'break': 0.0, 'explanation': 0.0002, 'no_action': 0.0}",[],False,-1.7155653390187453,2.899707294012806,2.3413251450429646,2.373694117730186,2.691742439047757,1.718180731362994,2169,2169,12
53f7a524f02e,42,50000,1000,30.9,0.0003,32,50000,1000,0.2,0.01,2.8145907012584637,0.514,0.6751888214795118,0.7740767228083624,0.9969423001990754,0.0097336990806459,0.2538364883514944,0.5741020267662065,0.2498493164171735,0.0013801058767792,0.9970749994850352,0.6854406552819393,False,"{'hint': 0.006, 'scaffold': 0.3233, 'encouragement': 0.001, 'simplify_problem': 0.0015, 'harder_problem': 0.6677, 'break': 0.0003, 'explanation': 0.0, 'no_action': 0.0001}",[],False,-1.7946773781520664,2.884315885501464,2.3501474820387256,2.3811929435266466,2.7681999454953448,1.717835775682023,2188,2188,13
f9cb43ddc921,42,50000,1000,31.0,0.0003,32,100000,1000,0.2,0.01,2.8145907012584637,0.514,0.6751888214795118,0.7740767228083624,0.9969423001990754,0.0097336990806459,0.2538364883514944,0.5741020267662065,0.2498493164171735,0.0013801058767792,0.9970749994850352,0.6854406552819393,False,"{'hint': 0.006, 'scaffold': 0.3233, 'encouragement': 0.001, 'simplify_problem': 0.0015, 'harder_problem': 0.6677, 'break': 0.0003, 'explanation': 0.0, 'no_action': 0.0001}",[],False,-1.7946773781520664,2.884315885501464,2.3501474820387256,2.3811929435266466,2.7681999454953448,1.717835775682023,2187,2187,14
e9a55f87292a,42,50000,1000,30.1,0.0001,64,10000,500,0.5,0.1,2.945718604391294,0.497,0.6607941536514813,0.7638564272290467,0.9680580109993212,0.0095159228076898,0.2550428124485427,0.5752517436944729,0.2415943929928123,0.0323357483945331,0.9673143421702618,0.8047744273797633,False,"{'hint': 0.0, 'scaffold': 0.4083, 'encouragement': 0.0323, 'simplify_problem': 0.0, 'harder_problem': 0.559, 'break': 0.0, 'explanation': 0.0003, 'no_action': 0.0}",[],False,-1.2749970378209592,2.753488913155056,2.2243256838810392,2.251277333673643,2.6131114541810017,1.7134412694139562,2083,2083,15
e814dbc7cb31,42,50000,1000,32.8,0.0005,256,100000,500,0.2,0.1,2.870528343205895,0.506,0.6688454317126828,0.7700382955390271,0.9822049481568652,0.0096431636340932,0.255330973159888,0.5750191094812424,0.2462284765814077,0.0179482957352214,0.9820517042647784,0.7525839572018325,False,"{'hint': 0.0, 'scaffold': 0.3706, 'encouragement': 0.0114, 'simplify_problem': 0.0, 'harder_problem': 0.6115, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0065}",[],False,-1.5729877750237866,2.8227502514560956,2.2947007904990095,2.3298583478223396,2.689070641727877,1.712678451296307,2146,2146,16
7cb9b9a0e851,42,50000,1000,32.2,0.0005,256,50000,500,0.2,0.1,2.870528343205895,0.506,0.6688454317126828,0.7700382955390271,0.9822049481568652,0.0096431636340932,0.255330973159888,0.5750191094812424,0.2462284765814077,0.0179482957352214,0.9820517042647784,0.7525839572018325,False,"{'hint': 0.0, 'scaffold': 0.3706, 'encouragement': 0.0114, 'simplify_problem': 0.0, 'harder_problem': 0.6115, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0065}",[],False,-1.5729877750237866,2.8227502514560956,2.2947007904990095,2.3298583478223396,2.689070641727877,1.712678451296307,2147,2147,17
709cbaf52aa1,42,50000,1000,30.9,0.001,128,100000,2000,0.5,0.01,2.8443616445074293,0.511,0.6705235279499319,0.7708038056760134,0.9743382412008672,0.00965892005878,0.2526346122180141,0.5749868699671854,0.2468155839157326,0.0189156924090235,0.9741067017948296,0.7560913504183195,False,"{'hint': 0.0, 'scaffold': 0.3239, 'encouragement': 0.0187, 'simplify_problem': 0.007, 'harder_problem': 0.6502, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0002}",[],False,-1.676690484821451,2.8612287727344508,2.309368797331454,2.3395891540914358,2.6468319110123515,1.6960656300696482,2166,2166,18
3fc648ba2db9,42,50000,1000,31.4,0.001,128,50000,2000,0.5,0.01,2.8443616445074293,0.511,0.6705235279499319,0.7708038056760134,0.9743382412008672,0.00965892005878,0.2526346122180141,0.5749868699671854,0.2468155839157326,0.0189156924090235,0.9741067017948296,0.7560913504183195,False,"{'hint': 0.0, 'scaffold': 0.3239, 'encouragement': 0.0187, 'simplify_problem': 0.007, 'harder_problem': 0.6502, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0002}",[],False,-1.676690484821451,2.8612287727344508,2.309368797331454,2.3395891540914358,2.6468319110123515,1.6960656300696482,2167,2167,19
bc00b56e312b,42,50000,1000,30.2,0.0003,32,100000,500,0.3,0.1,3.002585576130361,0.463,0.6576962590081443,0.7613230596919928,0.9681012020376412,0.0094242073081854,0.2580962531770107,0.5757295923892236,0.2390022578069044,0.0324874969254734,0.9675125030745264,0.8151189917308512,False,"{'hint': 0.0, 'scaffold': 0.4788, 'encouragement': 0.0323, 'simplify_problem': 0.0, 'harder_problem': 0.4887, 'break': 0.0001, 'explanation': 0.0, 'no_action': 0.0001}",[],False,-1.049624355722769,2.49183496846224,2.1972474157900796,2.2190743522623952,2.6133433599386615,1.6943751481461213,2023,2023,20
00064f5bf965,42,50000,1000,30.1,0.0003,32,50000,500,0.3,0.1,3.002585576130361,0.463,0.6576962590081443,0.7613230596919928,0.9681012020376412,0.0094242073081854,0.2580962531770107,0.5757295923892236,0.2390022578069044,0.0324874969254734,0.9675125030745264,0.8151189917308512,False,"{'hint': 0.0, 'scaffold': 0.4788, 'encouragement': 0.0323, 'simplify_problem': 0.0, 'harder_problem': 0.4887, 'break': 0.0001, 'explanation': 0.0, 'no_action': 0.0001}",[],False,-1.049624355722769,2.49183496846224,2.1972474157900796,2.2190743522623952,2.6133433599386615,1.6943751481461213,2024,2024,21
b3cd9a1d8dea,42,50000,1000,35.9,0.0001,32,50000,2000,0.2,0.1,3.117458026372359,0.475,0.65020610846789,0.7547622451051412,0.8919111375382247,0.0092707292498138,0.2722344951726395,0.5713162513776804,0.2382027762884828,0.0226845033546064,0.8970504009163802,1.0845862429155797,False,"{'hint': 0.0063, 'scaffold': 0.4629, 'encouragement': 0.0192, 'simplify_problem': 0.0126, 'harder_problem': 0.4278, 'break': 0.0, 'explanation': 0.0677, 'no_action': 0.0035}",[],False,-0.5943669115771273,2.5841834195302926,2.131777047129581,2.1356763505540757,2.204255842685249,1.6923051496644141,1804,1804,22
3ed457e9d913,42,50000,1000,33.8,0.0001,32,100000,2000,0.2,0.1,3.117458026372359,0.475,0.65020610846789,0.7547622451051412,0.8919111375382247,0.0092707292498138,0.2722344951726395,0.5713162513776804,0.2382027762884828,0.0226845033546064,0.8970504009163802,1.0845862429155797,False,"{'hint': 0.0063, 'scaffold': 0.4629, 'encouragement': 0.0192, 'simplify_problem': 0.0126, 'harder_problem': 0.4278, 'break': 0.0, 'explanation': 0.0677, 'no_action': 0.0035}",[],False,-0.5943669115771273,2.5841834195302926,2.131777047129581,2.1356763505540757,2.204255842685249,1.6923051496644141,1803,1803,23
4dc02b8396f9,42,50000,1000,31.1,0.0005,128,100000,500,0.3,0.1,2.8066022841150517,0.514,0.6738032199455658,0.7732971159142746,0.9825987128687796,0.009710239633913,0.2525934464021077,0.5750777205603892,0.2496948079005256,0.0166309896262143,0.9827515231351884,0.7206013780707604,False,"{'hint': 0.0004, 'scaffold': 0.3231, 'encouragement': 0.0, 'simplify_problem': 0.0006, 'harder_problem': 0.6593, 'break': 0.0016, 'explanation': 0.0, 'no_action': 0.015}",[],False,-1.8263367217441762,2.884315885501464,2.338036130904131,2.3712829458847002,2.6911848836495427,1.6916966248391325,2196,2196,24
cf9f23925d15,42,50000,1000,31.1,0.0005,128,50000,500,0.3,0.1,2.8066022841150517,0.514,0.6738032199455658,0.7732971159142746,0.9825987128687796,0.009710239633913,0.2525934464021077,0.5750777205603892,0.2496948079005256,0.0166309896262143,0.9827515231351884,0.7206013780707604,False,"{'hint': 0.0004, 'scaffold': 0.3231, 'encouragement': 0.0, 'simplify_problem': 0.0006, 'harder_problem': 0.6593, 'break': 0.0016, 'explanation': 0.0, 'no_action': 0.015}",[],False,-1.8263367217441762,2.884315885501464,2.338036130904131,2.3712829458847002,2.6911848836495427,1.6916966248391325,2195,2195,25
3d249ee7879d,42,50000,1000,31.2,0.0005,128,100000,500,0.5,0.05,2.874844350655817,0.495,0.6676836089641334,0.7694700387936705,0.9734204076135148,0.0096314672578097,0.2593652231187222,0.5739678876407548,0.2453685085057639,0.0067923596245677,0.9900996212744936,0.7354021719137975,False,"{'hint': 0.0, 'scaffold': 0.4008, 'encouragement': 0.0022, 'simplify_problem': 0.0027, 'harder_problem': 0.5893, 'break': 0.0046, 'explanation': 0.0004, 'no_action': 0.0}",[],False,-1.555882764062276,2.7380975046437137,2.2845454587394016,2.322634934267109,2.64190378467503,1.6862597836525957,2133,2133,26
431d8160bbb0,42,50000,1000,31.2,0.0005,128,50000,500,0.5,0.05,2.874844350655817,0.495,0.6676836089641334,0.7694700387936705,0.9734204076135148,0.0096314672578097,0.2593652231187222,0.5739678876407548,0.2453685085057639,0.0067923596245677,0.9900996212744936,0.7354021719137975,False,"{'hint': 0.0, 'scaffold': 0.4008, 'encouragement': 0.0022, 'simplify_problem': 0.0027, 'harder_problem': 0.5893, 'break': 0.0046, 'explanation': 0.0004, 'no_action': 0.0}",[],False,-1.555882764062276,2.7380975046437137,2.2845454587394016,2.322634934267109,2.64190378467503,1.6862597836525957,2134,2134,27
a1b27d56003b,42,50000,1000,31.4,0.0003,32,10000,5000,0.1,0.05,2.9072189487025453,0.503,0.6685779132774148,0.7695616764194235,0.9333138006560124,0.0096333534266256,0.2561748723859707,0.5713988375793527,0.2497416573864501,0.0029021900214062,0.9330232175201713,0.871524809391009,False,"{'hint': 0.0008, 'scaffold': 0.3311, 'encouragement': 0.0, 'simplify_problem': 0.0001, 'harder_problem': 0.6011, 'break': 0.0029, 'explanation': 0.064, 'no_action': 0.0}",[],False,-1.4275771805133364,2.7996631386890822,2.2923624489014207,2.323799788839347,2.4265592725854157,1.682961493700386,2109,2109,28
88bb99c7bec4,42,50000,1000,31.2,0.0001,256,10000,500,0.5,0.1,3.0993850815675787,0.479,0.6502744760039932,0.7547258024264372,0.8741071743242869,0.0092699838178324,0.2661798396334479,0.5722561163062009,0.2393001230004387,0.0365529373261332,0.8724635902470954,1.056463551189965,False,"{'hint': 0.0, 'scaffold': 0.3764, 'encouragement': 0.0365, 'simplify_problem': 0.0002, 'harder_problem': 0.4961, 'break': 0.0, 'explanation': 0.0907, 'no_action': 0.0}",[],False,-0.6659928118053908,2.6149662365529767,2.1323746382953446,2.135213108293441,2.1086609753450762,1.6650444293362896,1847,1847,29
72bf3c4db849,42,50000,1000,30.1,0.001,32,100000,5000,0.2,0.05,2.847894782796073,0.508,0.6644291390068049,0.7665178791459667,0.9626880426290354,0.0095703092579287,0.2508541555180504,0.5752944572697735,0.2455678893317125,0.0355452187873049,0.9625612316305108,0.7872647081257407,False,"{'hint': 0.0001, 'scaffold': 0.3303, 'encouragement': 0.0355, 'simplify_problem': 0.0019, 'harder_problem': 0.6321, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False,-1.662688106499125,2.8381416599674374,2.2560985875108863,2.285108463722453,2.5842784686367195,1.6601878146676743,2162,2162,30
937fa1c29acb,42,50000,1000,30.0,0.001,32,50000,5000,0.2,0.05,2.847894782796073,0.508,0.6644291390068049,0.7665178791459667,0.9626880426290354,0.0095703092579287,0.2508541555180504,0.5752944572697735,0.2455678893317125,0.0355452187873049,0.9625612316305108,0.7872647081257407,False,"{'hint': 0.0001, 'scaffold': 0.3303, 'encouragement': 0.0355, 'simplify_problem': 0.0019, 'harder_problem': 0.6321, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False,-1.662688106499125,2.8381416599674374,2.2560985875108863,2.285108463722453,2.5842784686367195,1.6601878146676743,2161,2161,31
efdfda9f594d,42,50000,1000,33.7,0.0001,32,100000,2000,0.3,0.05,3.114803841361142,0.465,0.6399731942337094,0.74883511142837,0.8973244582405886,0.0091263420772081,0.2785440300334612,0.5750314891402704,0.2331358442992143,0.0471313147800538,0.8979229576430262,1.0926497556137669,False,"{'hint': 0.0, 'scaffold': 0.4698, 'encouragement': 0.0318, 'simplify_problem': 0.0366, 'harder_problem': 0.4281, 'break': 0.0023, 'explanation': 0.0184, 'no_action': 0.0131}",[],False,-0.604885860915727,2.5072263769735823,2.0423325608295353,2.0603334037359398,2.233321600022198,1.6476656161291057,1810,1810,32
e5d1bb16b539,42,50000,1000,35.8,0.0001,32,50000,2000,0.3,0.05,3.114803841361142,0.465,0.6399731942337094,0.74883511142837,0.8973244582405886,0.0091263420772081,0.2785440300334612,0.5750314891402704,0.2331358442992143,0.0471313147800538,0.8979229576430262,1.0926497556137669,False,"{'hint': 0.0, 'scaffold': 0.4698, 'encouragement': 0.0318, 'simplify_problem': 0.0366, 'harder_problem': 0.4281, 'break': 0.0023, 'explanation': 0.0184, 'no_action': 0.0131}",[],False,-0.604885860915727,2.5072263769735823,2.0423325608295353,2.0603334037359398,2.233321600022198,1.6476656161291057,1811,1811,33
65627b987c9e,42,50000,1000,29.6,0.001,32,100000,2000,0.5,0.05,2.786088907829797,0.506,0.6693598006371935,0.7701374240414086,0.977532086604476,0.0096452039869332,0.2515025522805862,0.5732453837036143,0.251688388675846,0.0,1.0,0.7597483140585615,False,"{'hint': 0.0255, 'scaffold': 0.3586, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.616, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False,-1.9076344327162065,2.8227502514560956,2.299196818040009,2.331118422909284,2.6639806336868617,1.6418823386752088,2207,2207,34
0eed00b77920,42,50000,1000,29.5,0.001,32,50000,2000,0.5,0.05,2.786088907829797,0.506,0.6693598006371935,0.7701374240414086,0.977532086604476,0.0096452039869332,0.2515025522805862,0.5732453837036143,0.251688388675846,0.0,1.0,0.7597483140585615,False,"{'hint': 0.0255, 'scaffold': 0.3586, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.616, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False,-1.9076344327162065,2.8227502514560956,2.299196818040009,2.331118422909284,2.6639806336868617,1.6418823386752088,2206,2206,35
92f97b77832c,42,50000,1000,31.0,0.001,64,100000,500,0.2,0.1,2.945267111006354,0.469,0.6551808437978828,0.7605394878799709,0.9531627655962048,0.009365339502147,0.2634510620064883,0.5747887848892954,0.2447192716274888,0.0356042521066699,0.9530717594009508,0.874714266520948,False,"{'hint': 0.0, 'scaffold': 0.5005, 'encouragement': 0.0, 'simplify_problem': 0.0113, 'harder_problem': 0.4526, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0356}",[],False,-1.276786376553122,2.538009193996266,2.1752605197637607,2.2091139544409795,2.5331343731681897,1.6357463329632147,2084,2084,36
8285ef3b583d,42,50000,1000,30.5,0.001,64,50000,500,0.2,0.1,2.945267111006354,0.469,0.6551808437978828,0.7605394878799709,0.9531627655962048,0.009365339502147,0.2634510620064883,0.5747887848892954,0.2447192716274888,0.0356042521066699,0.9530717594009508,0.874714266520948,False,"{'hint': 0.0, 'scaffold': 0.5005, 'encouragement': 0.0, 'simplify_problem': 0.0113, 'harder_problem': 0.4526, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0356}",[],False,-1.276786376553122,2.538009193996266,2.1752605197637607,2.2091139544409795,2.5331343731681897,1.6357463329632147,2085,2085,37
21f6015ebd61,42,50000,1000,30.6,0.001,64,10000,500,0.2,0.05,2.6707860058299016,0.528,0.6824979906119204,0.7788685286860745,0.9788812726731596,0.0098370640331759,0.2516898854175253,0.5742400419196035,0.2545808810043129,4.121671750061825e-05,0.9999587832824994,0.5818812698496055,True,"{'hint': 0.0, 'scaffold': 0.2682, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.7318, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",['harder_problem'],False,-2.3645978243428636,2.992055745080859,2.4140359172749655,2.442104135191209,2.671224822056789,1.6309645590521917,2247,2247,38
97cc4451e8ec,42,50000,1000,32.2,0.001,256,100000,1000,0.1,0.05,2.763068153852701,0.505,0.6712279754589249,0.7715414309412754,0.9766951091906858,0.0096741025317189,0.2535196772600033,0.5739962692867128,0.250497490693005,0.0112794335583731,0.9763914045776388,0.7305120242791058,False,"{'hint': 0.0, 'scaffold': 0.3001, 'encouragement': 0.0113, 'simplify_problem': 0.0123, 'harder_problem': 0.6763, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False,-1.998869272713436,2.8150545472004245,2.315526275457945,2.348965500933443,2.6594866486186746,1.6280327398994103,2219,2219,39
0fd7863c11da,42,50000,1000,32.2,0.001,256,50000,1000,0.1,0.05,2.763068153852701,0.505,0.6712279754589249,0.7715414309412754,0.9766951091906858,0.0096741025317189,0.2535196772600033,0.5739962692867128,0.250497490693005,0.0112794335583731,0.9763914045776388,0.7305120242791058,False,"{'hint': 0.0, 'scaffold': 0.3001, 'encouragement': 0.0113, 'simplify_problem': 0.0123, 'harder_problem': 0.6763, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False,-1.998869272713436,2.8150545472004245,2.315526275457945,2.348965500933443,2.6594866486186746,1.6280327398994103,2218,2218,40
5589cbbe73f1,42,50000,1000,30.5,0.0005,64,100000,500,0.2,0.1,2.7979302034063616,0.491,0.6695543297320707,0.770943561955689,0.9675840510483104,0.0096615977856426,0.253493876710919,0.5747758352639976,0.2498869593194622,0.0242255840279921,0.967335597406607,0.7813186582051914,False,"{'hint': 0.0002, 'scaffold': 0.3234, 'encouragement': 0.0001, 'simplify_problem': 0.0084, 'harder_problem': 0.6438, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0241}",[],False,-1.8607055307192248,2.7073146876210297,2.30089716992057,2.341365670451843,2.6105666197473982,1.6198877234043234,2202,2202,41
dfd0475375b3,42,50000,1000,30.4,0.0005,64,50000,500,0.2,0.1,2.7979302034063616,0.491,0.6695543297320707,0.770943561955689,0.9675840510483104,0.0096615977856426,0.253493876710919,0.5747758352639976,0.2498869593194622,0.0242255840279921,0.9673355974066068,0.7813186582051914,False,"{'hint': 0.0002, 'scaffold': 0.3234, 'encouragement': 0.0001, 'simplify_problem': 0.0084, 'harder_problem': 0.6438, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0241}",[],False,-1.8607055307192248,2.7073146876210297,2.30089716992057,2.341365670451843,2.6105666197473982,1.6198877234043234,2201,2201,42
7486279c007d,42,50000,1000,30.9,0.001,64,50000,500,0.2,0.01,2.6749285356800345,0.523,0.6764715934964322,0.7746340439169178,0.987847289837905,0.009745179112544,0.2514676499062764,0.5749422331239211,0.2539785184521867,0.0123797557006612,0.9876202442993388,0.6378462523930554,True,"{'hint': 0.0, 'scaffold': 0.2618, 'encouragement': 0.0124, 'simplify_problem': 0.0, 'harder_problem': 0.7258, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",['harder_problem'],False,-2.3481803321774612,2.9535772238025038,2.3613600146044993,2.388277348389503,2.719366082018648,1.6148800673275385,2246,2246,43
